count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,attack_types
3,3,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,u2r
1,2,0,0,1,1,1,0,1,normal
1,18,0,0.06,0,0,1,0,0.28,normal
276,8,1,1,0,0,0.03,0.06,0,dos
10,10,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
250,1,1,1,0,0,0,0.07,0,dos
3,6,0,0,0,0,1,0,0.33,normal
1,4,0,0,0,0,1,0,1,normal
1,1,0,0,0,0,1,0,0,normal
511,511,0,0,0,0,1,0,0,dos
1,1,0,0,1,1,1,0,0,normal
202,1,1,1,0,0,0,0.07,0,dos
14,14,0,0,0,0,1,0,0,normal
247,13,0,0,1,1,0.05,0.07,0,dos
11,13,0,0,0,0,1,0,0.23,normal
2,2,0,0,0,0,1,0,0,normal
4,4,0,0,0,0,1,0,0,normal
122,19,0.99,1,0,0,0.16,0.07,0,dos
3,4,0,0,0,0,1,0,0.5,normal
1,2,0,0,0,0,1,0,1,normal
231,3,0,0,1,1,0.01,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
3,3,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
119,6,0,0,1,1,0.05,0.07,0,dos
208,2,1,1,0,0,0.01,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
147,20,1,1,0,0,0.14,0.05,0,dos
6,12,0,0,0,0,1,0,0.17,normal
257,23,1,1,0,0,0.09,0.05,0,dos
1,48,0,0,0,0,1,0,1,probe
205,1,1,1,0,0,0,0.06,0,dos
6,7,0,0,0,0,1,0,0.29,normal
292,19,1,1,0,0,0.07,0.05,0,dos
7,7,0,0,0,0,1,0,0,normal
3,3,0,0,0,0,1,0,0,normal
155,23,1,1,0,0,0.15,0.05,0,dos
125,19,1,1,0,0,0.15,0.06,0,dos
1,3,0,0,0,0,1,0,0.67,dos
2,2,0,0,0,0,1,0,0,normal
205,10,1,1,0,0,0.05,0.06,0,dos
10,10,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,probe
264,20,1,1,0,0,0.08,0.06,0,dos
177,18,1,1,0,0,0.1,0.06,0,dos
323,322,0,0,0,0,1,0.01,0,normal
2,1,0,0,0,0,0.5,1,0,normal
10,10,0,0,0,0,1,0,0,normal
102,12,1,1,0,0,0.12,0.06,0,dos
1,1,0,0,0,0,1,0,0,normal
134,19,1,1,0,0,0.14,0.05,0,dos
1,1,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
148,19,0,0,1,1,0.13,0.05,0,dos
77,77,0,0,0,0,1,0,0,dos
20,24,0,0,0,0,1,0,0.12,normal
314,314,0,0,0,0,1,0,0,dos
100,7,0,0,1,1,0.07,0.07,0,dos
29,29,0,0,0,0,1,0,0,normal
8,8,0,0,0,0,1,0,0,normal
69,150,0,0,0,0,1,0,0.01,normal
1,2,0,0,0,0,1,0,1,normal
219,16,1,1,0,0,0.07,0.07,0,dos
511,511,0,0,0,0,1,0,0,dos
247,11,1,1,0,0,0.04,0.06,0,dos
273,18,1,1,0,0,0.07,0.06,0,dos
233,9,1,1,0,0,0.04,0.06,0,dos
2,2,0,0,0,0,1,0,0,normal
184,7,1,1,0,0,0.04,0.08,0,dos
13,13,0,0,0,0,1,0,0,normal
32,32,0,0,0,0,1,0,0,dos
15,15,0,0,0,0,1,0,0,normal
241,1,1,1,0,0,0,0.07,0,dos
8,8,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
280,17,1,1,0,0,0.06,0.06,0,dos
201,8,1,1,0,0,0.04,0.05,0,dos
510,510,0,0,0,0,1,0,0,dos
143,223,0,0,0,0,1,0,0.01,normal
246,5,1,1,0,0,0.02,0.05,0,dos
126,20,0,0,1,1,0.16,0.07,0,dos
20,20,0,0,0,0,1,0,0,normal
126,8,1,1,0,0,0.06,0.06,0,dos
7,7,0,0,0,0,1,0,0,normal
1,3,0,0,0,0,1,0,1,normal
11,34,0,0,0,0,1,0,0.09,normal
4,4,0,0,0,0,1,0,0,dos
19,19,0,0,0,0,1,0,0,normal
95,6,1,1,0,0,0.06,0.07,0,dos
2,2,0,0,1,1,1,0,0,probe
243,6,1,1,0,0,0.02,0.07,0,dos
108,2,1,1,0,0,0.02,0.06,0,dos
18,18,0,0,0,0,1,0,0,normal
1,2,0,0,0,0,1,0,1,normal
394,1,0,0,1,1,0,0.52,0,probe
42,12,1,1,0,0,0.29,0.1,0,dos
1,1,0,0,0,0,1,0,0,normal
4,4,0,0,0,0,1,0,0,normal
223,5,1,1,0,0,0.02,0.07,0,dos
52,5,1,1,0,0,0.1,0.12,0,dos
1,1,0,0,0,0,1,0,0,normal
2,2,0,0,1,1,1,0,0,probe
1,1,0,0,1,1,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
5,5,0,0,0,0,1,0,0,normal
186,24,1,1,0,0,0.13,0.05,0,dos
6,8,0,0,0,0,1,0,0.38,normal
2,2,0,0,0,0,1,0,0,normal
146,9,1,1,0,0,0.06,0.05,0,dos
228,2,0,0,1,1,0.01,0.07,0,dos
97,97,0,0,0,0,1,0,0,dos
1,2,0,0,0,0,1,0,1,normal
21,21,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
9,3,1,1,0,0,0.33,0.33,0,dos
16,16,0,0,0,0,1,0,0,dos
2,2,0,0,0,0,1,0,0,normal
292,17,1,1,0,0,0.06,0.06,0,dos
4,4,0,0,0,0,1,0,0,normal
45,9,0,0,0,0,0.2,0.09,0,probe
7,7,0,0,0,0,1,0,0,normal
84,164,0,0,0,0,1,0,0.01,normal
1,1,0,0,0,0,1,0,0,normal
1,4,0,0,0,0,1,0,1,normal
1,1,0,0,0,0,1,0,0,normal
151,14,1,1,0,0,0.09,0.06,0,dos
2,3,0,0,0,0,1,0,0.67,normal
237,317,0,0,0,0,1,0,0.01,normal
285,1,1,1,0,0,0,0.06,0,dos
493,1,0.08,0,0.89,1,0,0.95,0,probe
4,5,0,0,0,0,1,0,0.4,normal
108,12,1,1,0,0,0.11,0.06,0,dos
15,15,0,0,0,0,1,0,0,normal
128,128,0,0,0,0,1,0,0,normal
1,2,0,0,0,0,1,0,1,normal
180,9,0,0,1,1,0.05,0.07,0,dos
106,11,0,0,1,1,0.1,0.07,0,dos
134,134,0,0,0,0,1,0,0,dos
1,1,0,0,0,0,1,0,0,normal
511,511,0,0,0,0,1,0,0,dos
225,13,1,0.46,0,0,0.03,0.07,0.15,dos
288,288,0,0,0,0,1,0,0,dos
4,9,0,0,0,0,1,0,0.22,normal
7,15,0,0,0,0,1,0,0.13,normal
4,6,0,0,0,0,1,0,0.5,normal
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
2,2,0.5,0.5,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
22,31,0,0,0,0,1,0,0.06,normal
2,2,0,0,1,1,1,0,0,probe
24,1,0,0,1,1,0.04,1,0,probe
1,1,0,0,0,0,1,0,0,normal
14,29,0,0,0,0,1,0,0.1,normal
117,12,0,0,1,1,0.1,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
29,29,0,0,0,0,1,0,0,normal
15,14,0,0,0,0,0.93,0.13,0,normal
1,1,0,0,0,0,1,0,0,normal
88,1,1,1,0,0,0.01,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
158,159,0,0,0,0,0.99,0.01,0.02,normal
119,2,0,0,1,1,0.02,0.08,0,dos
1,1,0,0,0,0,1,0,0,normal
15,17,0,0,0,0,1,0,0.12,normal
3,3,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
25,25,0,0,0,0,1,0,0,normal
34,69,0,0,0,0,1,0,0.07,normal
226,226,0,0,0,0,1,0,0,normal
72,4,1,1,0,0,0.06,0.08,0,dos
248,9,1,1,0,0,0.04,0.07,0,dos
11,11,0,0,0,0,1,0,0,normal
28,28,0,0,0,0,1,0,0,normal
146,225,0,0,0,0,1,0,0.01,normal
290,16,0,0,1,1,0.06,0.06,0,dos
201,4,1,1,0,0,0.02,0.05,0,dos
1,9,0,0.11,0,0,1,0,0.33,normal
1,21,0,0.95,1,0.05,1,0,0.1,normal
4,4,0.25,0.25,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
288,18,1,1,0,0,0.06,0.06,0,dos
210,2,0,0,1,1,0.01,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
149,20,0,0,1,1,0.13,0.05,0,dos
4,5,0,0,0,0,1,0,0.4,normal
26,26,0,0,0,0,1,0,0,normal
247,252,0,0,0,0,1,0,0.01,normal
1,1,0,0,0,0,1,0,0,normal
5,1,0,0,0,0,0.2,0.6,0,normal
55,55,0,0,0,0,1,0,0,dos
2,5,0,0,0,0,1,0,0.4,normal
7,7,0,0,0,0,1,0,0,normal
4,4,0,0,0,0,1,0,0,normal
133,16,1,1,0,0,0.12,0.05,0,dos
18,18,0,0,0,0,1,0,0,normal
7,7,0,0,0,0,1,0,0,normal
148,10,0,0,1,1,0.07,0.08,0,dos
198,16,0.99,1,0,0,0.08,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
242,11,1,1,0,0,0.05,0.06,0,dos
138,25,1,1,0,0,0.18,0.05,0,dos
200,6,1,1,0,0,0.03,0.07,0,dos
255,20,1,1,0,0,0.08,0.06,0,dos
262,16,0,0,1,1,0.06,0.06,0,dos
1,1,0,0,0,0,1,0,0,normal
141,20,1,1,0,0,0.14,0.06,0,dos
2,2,0,0,0,0,1,0,0,normal
13,13,0,0,0,0,1,0,0,normal
284,17,1,1,0,0,0.06,0.06,0,dos
6,6,0,0,0,0,1,0,0,normal
2,4,0,0,0,0,1,0,0.75,normal
14,18,0,0,0,0,1,0,0.11,normal
134,19,1,1,0,0,0.14,0.06,0,dos
10,10,0,0,0,0,1,0,0,normal
261,18,1,1,0,0,0.07,0.06,0,dos
80,12,0,0,1,1,0.15,0.06,0,dos
1,1,0,0,1,1,1,0,0,normal
202,203,0,0,0,0,1,0,0.01,normal
108,12,1,1,0,0,0.11,0.06,0,dos
1,5,0,0,0,0,1,0,1,probe
1,1,0,0,1,1,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
101,12,1,1,0,0,0.12,0.06,0,dos
8,2,0,0,0,0,0.25,0.25,0,normal
1,2,0,0,0,0,1,0,1,normal
1,1,0,0,0,0,1,0,0,normal
147,227,0,0,0,0,0.99,0.01,0.01,normal
1,1,0,0,0,0,1,0,0,normal
69,11,1,1,0,0,0.16,0.09,0,dos
10,10,0,0,0,0,1,0,0,normal
201,19,0,0,1,1,0.09,0.06,0,dos
151,1,0.05,0,0.93,1,0.01,1,0,probe
10,11,0,0,0,0,1,0,0.18,normal
1,1,0,0,0,0,1,0,0,normal
232,233,0,0,0,0,1,0,0.01,normal
208,8,1,1,0,0,0.04,0.06,0,dos
2,2,0,0,0,0,1,0,0,normal
21,21,0,0,0,0,1,0,0,normal
134,17,1,1,0,0,0.13,0.05,0,dos
9,9,0,0,0,0,1,0,0,normal
2,3,0.5,0.33,0,0,1,0,0.67,normal
2,2,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
11,26,0,0,0,0,1,0,0.23,normal
251,14,1,1,0,0,0.06,0.05,0,dos
213,20,1,1,0,0,0.09,0.07,0,dos
1,2,0,0,0,0,1,0,1,normal
1,1,0,0,0,0,1,0,0,normal
9,11,0,0,0,0,1,0,0.18,normal
1,1,0,0,1,1,1,0,0,probe
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
10,11,0,0,0,0,1,0,0.18,normal
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
124,20,1,1,0,0,0.16,0.06,0,dos
5,6,0,0,0,0,1,0,0.33,normal
1,1,0,0,0,0,1,0,0,normal
7,7,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,r2l
29,29,0,0,0,0,1,0,0,normal
1,1,0,0,1,1,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
205,15,1,1,0,0,0.07,0.06,0,dos
10,10,0,0,0,0,1,0,0,normal
2,2,0,0,1,1,1,0,0,probe
105,3,1,1,0,0,0.03,0.07,0,dos
206,18,1,1,0,0,0.09,0.07,0,dos
138,9,1,1,0,0,0.07,0.06,0,dos
140,7,1,1,0,0,0.05,0.06,0,dos
120,14,1,1,0,0,0.12,0.06,0,dos
5,26,0,0,0,0,1,0,0.19,normal
2,2,0,0,0,0,1,0,0,normal
1,7,0,0,0,0,1,0,0.29,normal
95,1,1,1,0,0,0.01,0.06,0,dos
114,17,1,1,0,0,0.15,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
129,12,0,0,1,1,0.09,0.06,0,dos
280,1,1,1,0,0,0,0.06,0,dos
251,1,0,0,1,1,0,0.06,0,dos
2,2,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
75,155,0,0,0,0,1,0,0.01,normal
10,19,0,0,0,0,1,0,0.16,normal
274,9,1,1,0,0,0.03,0.06,0,dos
1,1,0,0,0,0,1,0,0,normal
511,511,0,0,0,0,1,0,0,dos
362,1,0,0,1,1,0,0.52,0,probe
214,213,0,0,0,0,1,0.01,0,normal
263,7,1,1,0,0,0.03,0.05,0,dos
277,277,0,0,0,0,1,0,0,normal
4,4,0,0,0,0,1,0,0,normal
6,6,0,0,0,0,1,0,0,normal
204,204,0,0,0,0,1,0,0,dos
1,37,0,0,0,0,1,0,1,probe
64,144,0,0,0,0,1,0,0.01,normal
174,174,0,0,0,0,1,0,0,normal
1,1,1,1,0,0,1,0,0,normal
276,19,1,1,0,0,0.07,0.06,0,dos
123,2,1,1,0,0,0.02,0.07,0,dos
13,1,0,0,1,1,0.08,0.54,0,probe
3,3,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
7,9,0,0,0,0,1,0,0.22,normal
264,19,0,0,1,1,0.07,0.06,0,dos
13,13,0,0,0,0,1,0,0,normal
6,6,0,0,0.17,0.17,1,0,0,dos
86,3,1,1,0,0,0.03,0.08,0,dos
32,11,0,0,0,0,0.34,0.09,0,probe
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,1,1,1,0,0,normal
20,24,0,0,0,0,1,0,0.12,normal
1,1,0,0,0,0,1,0,0,normal
78,158,0,0,0,0,1,0,0.01,normal
1,1,0,0,0,0,1,0,0,normal
189,4,1,1,0,0,0.02,0.07,0,dos
276,18,0,0,1,1,0.07,0.07,0,dos
10,14,0,0,0,0,1,0,0.14,normal
178,10,1,1,0,0,0.06,0.06,0,dos
107,5,1,1,0,0,0.05,0.08,0,dos
2,2,0,0,1,1,1,0,0,probe
1,1,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
4,2,0,0,0,0,0.5,0.5,0,normal
267,17,1,1,0,0,0.06,0.06,0,dos
3,3,0,0,0,0,1,0,0,normal
106,2,1,1,0,0,0.02,0.06,0,dos
46,1,1,1,0,0,0.02,0.13,0,dos
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
9,9,0,0,1,1,1,0,0,dos
184,17,0,0,1,1,0.09,0.07,0,dos
52,2,0,0,1,1,0.04,0.54,0,probe
2,2,0,0,1,1,1,0,0,probe
258,19,1,1,0,0,0.07,0.06,0,dos
207,14,1,1,0,0,0.07,0.06,0,dos
7,7,0,0,0,0,1,0,0,normal
3,3,0,0,0,0,1,0,0,normal
4,1,0,0,0,0,0.25,0.5,0,normal
2,1,0,0,1,1,0.5,1,0,probe
65,145,0,0,0,0,1,0,0.01,normal
1,2,0,0,0,0,1,0,1,normal
1,2,0,0,0,0,1,0,1,normal
202,16,1,1,0,0,0.08,0.05,0,dos
450,450,0,0,0,0,1,0,0,dos
1,2,0,0,0,0,1,0,1,normal
35,1,0,0,1,1,0.03,0.57,0,probe
1,1,0,0,0,0,1,0,0,normal
1,3,0,0,0,0,1,0,1,normal
1,18,0,0,0,0,1,0,1,probe
172,14,1,1,0,0,0.08,0.06,0,dos
241,8,0,0,1,1,0.03,0.07,0,dos
28,47,0,0,0,0,1,0,0.09,normal
4,2,0,0,0,0,0.5,0.5,0,normal
2,2,0,0,0,0,0.5,1,1,normal
1,16,0,0,0,0,1,0,0.19,normal
1,8,0,0,0,0,1,0,0.25,normal
1,1,0,0,0,0,1,0,0,probe
1,1,0,0,1,1,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
3,4,0,0,0,0,1,0,0.5,normal
13,34,0,0,0,0,1,0,0.12,normal
87,1,1,1,0,0,0.01,0.07,0,dos
250,1,1,1,0,0,0,0.05,0,dos
437,2,0,0,1,1,0,0.52,0,probe
124,5,1,1,0,0,0.04,0.06,0,dos
12,12,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
511,511,0,0,0,0,1,0,0,dos
74,152,0,0,0,0,1,0,0.01,normal
451,451,0,0,0,0,1,0,0,dos
17,17,0,0,0,0,1,0,0,normal
1,16,0,0,0,0,1,0,1,probe
9,9,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
10,10,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
147,14,1,1,0,0,0.1,0.05,0,dos
1,28,0,0,0,0,1,0,1,probe
6,6,0,0,0,0,1,0,0,normal
205,2,1,1,0,0,0.01,0.07,0,dos
1,1,0,0,0,0,1,0,0,probe
10,10,0,0,0,0,1,0,0,normal
244,245,0,0,0,0,1,0,0.01,normal
3,7,0,0,0,0,1,0,0.43,normal
1,17,0,0,0,0,1,0,1,probe
7,4,0,0,0,0,0.57,0.29,0,probe
1,3,0,0,0,0,1,0,1,normal
1,1,0,0,0,0,1,0,0,normal
127,7,1,1,0,0,0.06,0.06,0,dos
9,25,0,0,0,0,1,0,0.24,normal
3,6,0,0,0,0,1,0,0.5,normal
102,15,1,1,0,0,0.15,0.06,0,dos
1,2,0,0,0,0,1,0,1,normal
9,28,0,0,0,0,1,0,0.07,normal
1,1,0,0,1,1,1,0,0,probe
278,11,1,1,0,0,0.04,0.06,0,dos
419,1,0.05,0,0.93,1,0,1,0,probe
125,10,1,1,0,0,0.08,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
116,1,0.01,0,0.91,1,0.01,1,0,probe
247,2,1,1,0,0,0.01,0.06,0,dos
246,2,1,1,0,0,0.01,0.07,0,dos
57,6,1,1,0,0,0.11,0.09,0,dos
29,29,0,0,0,0,1,0,0,normal
3,5,0,0,0,0,1,0,0.4,normal
10,10,0,0,0,0,1,0,0,normal
13,28,0,0,0,0,1,0,0.11,normal
19,19,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
55,10,1,1,0,0,0.18,0.07,0,dos
2,2,0,0,0,0,1,0,0,normal
130,132,0,0,0,0,1,0,0.02,normal
277,17,1,1,0,0,0.06,0.06,0,dos
108,7,1,1,0,0,0.06,0.08,0,dos
9,87,0,0,0,0,1,0,0.02,normal
1,49,0,0,0,0,1,0,1,probe
1,1,0,0,0,0,1,0,0,probe
7,7,0,0,0,0,1,0,0,normal
4,16,0,0,0,0,1,0,0.19,normal
1,1,0,0,1,1,1,0,0,probe
101,1,0,0,1,1,0.01,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
92,20,1,1,0,0,0.22,0.07,0,dos
248,6,0,0,1,1,0.02,0.07,0,dos
117,6,1,1,0,0,0.05,0.06,0,dos
12,13,0,0,0,0,1,0,0.15,normal
109,8,1,1,0,0,0.07,0.06,0,dos
147,17,1,1,0,0,0.12,0.06,0,dos
13,13,0,0,0,0,1,0,0,normal
183,6,1,1,0,0,0.03,0.07,0,dos
1,1,0,0,0,0,1,0,0,normal
22,5,1,1,0,0,0.23,0.18,0,dos
4,11,0,0,0,0,1,0,0.18,normal
2,6,0,0,0,0,1,0,0.33,normal
296,15,0,0,1,1,0.05,0.05,0,dos
323,2,0,0,1,1,0.01,0.5,0,probe
230,3,1,1,0,0,0.01,0.06,0,dos
6,6,0,0,0,0,1,0,0,normal
22,83,0,0,0,0,1,0,0.05,normal
14,14,0,0,0,0,1,0,0,normal
187,189,0,0,0,0,1,0,0.01,normal
4,4,0,0,0,0,1,0,0,normal
259,14,1,1,0,0,0.05,0.07,0,dos
25,29,0,0,0,0,1,0,0.07,normal
180,180,0,0,0,0,1,0,0,normal
1,39,0,0,0,0,1,0,1,probe
216,10,1,1,0,0,0.05,0.05,0,dos
240,20,0,0,1,1,0.08,0.07,0,dos
4,48,0,0,0,0,1,0,0.04,normal
15,15,0,0,0,0,1,0,0,normal
2,2,0,0,0,0,1,0,0,normal
1,14,0,0,0,0,1,0,1,probe
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,1,1,1,0,0,probe
237,11,1,1,0,0,0.05,0.06,0,dos
18,18,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
11,11,0,0,0,0,1,0,0,normal
9,10,0,0,0,0,1,0,0.2,normal
202,20,1,1,0,0,0.1,0.05,0,dos
3,7,0,0,0,0,1,0,0.43,normal
8,3,1,1,0,0,0.38,0.38,0,dos
253,1,1,1,0,0,0,0.06,0,dos
1,3,0,0,0,0,1,0,1,probe
73,10,1,1,0,0,0.14,0.07,0,dos
1,4,0,0,0,0,1,0,1,normal
220,297,0,0,0,0,1,0.01,0.01,normal
1,29,0,0,0,0,1,0,1,probe
1,1,0,0,0,0,1,0,0,normal
105,12,0,0,1,1,0.11,0.08,0,dos
18,1,0.06,0,0,0,0.06,0.28,0,normal
92,3,1,1,0,0,0.03,0.08,0,dos
3,1,0,0,0,0,0.33,0.67,0,normal
1,3,0,0,1,1,1,0,1,normal
5,5,0,0,0,0,1,0,0,normal
65,147,0,0,0,0,0.98,0.03,0.02,normal
13,13,0,0,0,0,1,0,0,normal
5,3,0,0,0,0,0.6,0.6,0,probe
213,1,0,0,1,1,0,0.07,0,dos
126,17,1,1,0,0,0.13,0.06,0,dos
1,1,0,0,0,0,1,0,0,normal
10,20,0,0,0,0,1,0,0.2,normal
99,18,0,0,1,1,0.18,0.06,0,dos
154,234,0,0,0,0,1,0,0.01,normal
1,1,0,0,1,1,1,0,0,normal
1,18,0,0,0,0,1,0,1,probe
205,11,1,1,0,0,0.05,0.05,0,dos
3,3,0,0,0,0,1,0,0,normal
1,2,0,0,0,0,1,0,1,normal
3,14,0.33,0.14,0,0.07,1,0,0.36,normal
122,3,1,1,0,0,0.02,0.07,0,dos
7,7,0,0,0,0,1,0,0,normal
1,1,1,1,0,0,1,0,0,probe
2,2,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
207,13,1,1,0,0,0.06,0.07,0,dos
83,163,0,0,0,0,1,0,0.01,normal
1,1,0,0,0,0,1,0,0,normal
16,30,0,0,0,0,1,0,0.07,normal
1,1,0,0,0,0,1,0,0,normal
215,2,0,0,1,1,0.01,0.07,0,dos
255,6,1,1,0,0,0.02,0.05,0,dos
1,1,0,0,0,0,1,0,0,normal
233,17,1,0.59,0,0,0.04,0.07,0.12,dos
7,19,0,0,0,0,1,0,0.11,normal
1,4,0,0,0,0,1,0,0.5,normal
19,47,0,0,0,0,1,0,0.04,normal
21,22,0,0,0,0,1,0,0.09,normal
1,1,0,0,0,0,1,0,0,normal
113,13,1,1,0,0,0.12,0.06,0,dos
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
3,16,0,0,0,0,1,0,0.25,normal
1,5,0,0,0,0,1,0,1,normal
6,19,0,0,0,0,1,0,0.16,normal
190,5,1,1,0,0,0.03,0.08,0,dos
1,25,0,0,0,0,1,0,1,probe
132,2,1,1,0,0,0.02,0.07,0,dos
3,3,0,0,0.33,0.33,1,0,0,dos
269,1,0.03,0,0.94,1,0,1,0,probe
79,159,0,0,0,0,1,0,0.01,normal
511,511,0,0,0,0,1,0,0,dos
102,16,1,1,0,0,0.16,0.06,0,dos
39,1,1,1,0,0,0.03,0.1,0,dos
2,3,0,0,0,0,1,0,0.67,normal
12,11,1,1,0,0,0.92,0.17,0,dos
2,2,0,0,1,1,1,0,0,probe
511,1,0.08,0,0.92,1,0,1,0,probe
2,2,0.5,0.5,0,0,1,0,0,normal
1,2,0,0,0,0,1,0,1,normal
1,1,0,0,0,0,1,0,0,normal
1,11,0,0,0,0,1,0,0.18,normal
1,1,0,0,0,0,1,0,0,normal
138,22,1,1,0,0,0.16,0.05,0,dos
1,1,0,0,0,0,1,0,0,normal
144,18,0,0,1,1,0.12,0.06,0,dos
267,5,1,1,0,0,0.02,0.05,0,dos
12,1,0,0,0,0,0.08,0.75,0,probe
19,24,0,0,0,0,1,0,0.08,normal
5,5,0,0,0,0,1,0,0,normal
7,15,0,0,0,0,1,0,0.2,normal
174,174,0,0,0,0,1,0,0,dos
226,16,1,1,0,0,0.07,0.06,0,dos
9,10,0,0,0,0,1,0,0.2,normal
16,16,0.06,0.06,0,0,1,0,0,normal
27,27,0,0,0,0,1,0,0,normal
8,23,0,0,0,0,1,0,0.09,normal
66,66,0,0,0,0,1,0,0,normal
1,7,0,0,0,0,1,0,1,probe
3,3,0,0,0,0,1,0,0,dos
15,15,0,0,0.73,0.73,1,0,0,normal
1,2,0,0,0,0,1,0,1,probe
218,13,1,1,0,0,0.06,0.07,0,dos
247,6,1,1,0,0,0.02,0.06,0,dos
74,154,0,0,0,0,0.99,0.03,0.01,normal
2,2,0,0,0,0,1,0,0,normal
1,48,0,0,0,0,1,0,1,probe
3,14,0,0,0,0,1,0,0.21,normal
135,18,1,1,0,0,0.13,0.06,0,dos
12,12,0,0,0,0,1,0,0,dos
111,5,1,1,0,0,0.05,0.07,0,dos
17,1,0.06,0,0,0,0.06,0.41,0,normal
18,23,0,0,0,0,1,0,0.22,normal
129,13,1,1,0,0,0.1,0.05,0,dos
1,1,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
2,2,0,0,1,1,1,0,0,probe
1,1,0,0,0,0,1,0,0,normal
5,5,0,0,0,0,1,0,0,normal
67,146,0,0,0,0,1,0,0.01,normal
1,1,0,0,1,1,1,0,0,normal
1,32,0,0,0,0,1,0,1,probe
121,3,1,1,0,0,0.02,0.08,0,dos
1,2,0,0,0,0,1,0,1,normal
509,1,0.17,0,0.83,1,0,1,0,probe
143,12,1,1,0,0,0.08,0.06,0,dos
102,1,1,1,0,0,0.01,0.08,0,dos
1,1,0,0,0,0,1,0,0,normal
3,3,0,0,0,0,1,0,0,normal
28,37,0,0,0,0,1,0,0.08,normal
1,1,0,0,0,0,1,0,0,normal
19,19,0,0,0,0,1,0,0,normal
16,17,0,0,0,0,1,0,0.12,normal
223,28,1,0.39,0,0,0.05,0.06,0.11,dos
1,1,0,0,1,1,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
267,267,0,0,0,0,1,0,0,normal
1,1,0,0,0,0,1,0,0,normal
136,15,0,0,1,1,0.11,0.07,0,dos
1,8,0,0,0,0,1,0,0.38,normal
113,12,1,1,0,0,0.11,0.06,0,dos
1,2,0,0,0,0,1,0,1,normal
30,23,1,1,0,0,0.77,0.1,0,dos
119,18,1,1,0,0,0.15,0.07,0,dos
461,461,0,0,0,0,1,0,0,dos
2,3,0,0,0,0,1,0,0.67,normal
