dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_types
255,54,0.21,0.02,0,0,1,1,0,0,1
255,5,0.02,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.97,0,0,0.04,0,0.92,1,1
255,19,0.07,0.05,0,0,1,1,0,0,1
18,6,0.33,0.11,0.06,0,0,0,0,0,0
87,86,0.99,0.02,0.01,0,0,0,0,0,0
219,3,0.01,0.08,0,0,0.94,1,0,0,1
255,1,0,0.09,0,0,1,1,0,0,1
29,29,1,0,1,0,0,0,0,0,1
255,2,0.01,0.07,0,0,1,1,0,0,1
13,22,1,0,0.08,0.18,0,0,0.92,0.91,0
10,214,1,0,1,0.01,0,0,0,0,0
255,24,0.09,0.05,0,0,1,1,0,0,1
59,255,1,0,0.02,0.02,0,0,0.05,0.06,0
163,161,0.99,0.01,0.01,0,0,0,0,0,0
14,255,1,0,0.07,0.04,0,0,0,0,0
255,6,0.02,0.73,0,0,0,0,0,0,0
255,15,0.06,0.09,0,0,1,1,0,0,1
255,90,0.35,0.02,0.35,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
10,255,1,0,0.1,0.15,0,0,1,0.68,0
255,64,0.25,0.02,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
120,47,0.26,0.03,0.26,0.04,0,0,0,0,0
2,255,1,0,0.5,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,252,0.99,0.01,0,0,0,0,0,0,0
26,255,1,0,0.04,0.05,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.22,0.4,0,0,0,0,0,0
255,8,0.03,0.07,0,0,1,1,0,0,1
38,36,0.61,0.08,0.61,0.06,0,0.03,0,0,0
255,239,0.94,0.01,0,0,0,0,0,0,0
255,3,0.01,0.06,0,0,1,1,0,0,1
167,237,1,0,0.01,0.05,0.01,0,0,0,0
255,5,0.02,0.35,0.82,0,0.02,0,0.16,0,1
255,18,0.07,0.09,0,0,1,1,0,0,1
150,165,0.7,0.03,0.01,0.01,0,0,0,0,0
255,9,0.04,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,236,0.93,0.02,0,0,0,0,0,0,0
255,12,0.05,0.05,0,0,1,1,0,0,1
255,17,0.07,0.07,0,0,1,1,0,0,1
4,16,1,0,1,0.25,0,0,0,0,1
221,255,1,0,0,0.02,0,0,0,0,0
255,11,0.04,0.07,0,0,1,1,0,0,1
34,255,1,0,0.03,0.02,0,0,0,0,0
98,255,1,0,0.01,0.05,0,0,0,0,0
255,17,0.07,0.05,0,0,1,1,0,0,1
255,238,0.93,0.01,0.01,0,0,0,0,0,0
255,1,0,0.62,1,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0.01,0.01,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
197,72,0.24,0.02,0.01,0.03,0,0,0.01,0.03,0
255,255,1,0,0,0,0,0,0,0,0
1,48,1,0,1,0.52,0,0,0,0,1
203,5,0.02,0.06,0,0,1,1,0,0,1
255,3,0.01,0.08,0,0,1,1,0,0,1
71,189,0.8,0.06,0.01,0.01,0,0,0,0,0
1,255,1,0,1,0.06,1,0,0,0,0
255,15,0.06,0.06,0,0,1,1,0,0,1
137,1,0.01,0.09,0.12,0,0,0,0.12,1,1
255,3,0.01,0.08,0,0,0,0,1,1,1
39,255,1,0,0.03,0.07,0,0,0.36,0.84,0
255,16,0.06,0.07,0,0,0,0,1,1,1
255,194,0.76,0.01,0,0,0,0,0,0,0
255,63,0.25,0.02,0.01,0,1,1,0,0,1
255,247,0.97,0.01,0.01,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.62,0.88,0,0,0,0,0,0
255,64,0.25,0.04,0.25,0,0.17,0,0.02,0,1
255,241,0.95,0.01,0,0,0,0,0,0,0
255,19,0.07,0.07,0,0,1,1,0,0,1
35,255,1,0,0.03,0.01,0.06,0.01,0,0,0
255,6,0.02,0.07,0,0,0,0,1,1,1
255,17,0.07,0.07,0,0,1,1,0,0,1
109,51,0.47,0.06,0.47,0,0,0,0,0,0
255,247,0.97,0.01,0,0,0,0,0,0,0
185,102,0.39,0.02,0.39,0.02,0.01,0.01,0,0,0
13,1,0.08,1,0.08,0,0,0,0.85,1,1
163,255,1,0,0.01,0.01,0,0,0,0,0
32,255,1,0,0.03,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
83,5,0.04,0.05,0.01,0.4,0,0,0,0.2,0
87,255,1,0,0.01,0.03,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
255,12,0.05,0.07,0,0,1,1,0,0,1
255,6,0.02,0.06,0,0,1,1,0,0,1
255,15,0.06,0.08,0,0,1,1,0,0,1
255,19,0.07,0.07,0,0,1,1,0,0,1
255,1,0,1,1,0,0,0,1,1,1
255,12,0.05,0.07,0,0,1,1,0,0,1
255,16,0.06,0.06,0,0,0,0,1,1,1
255,11,0.04,0.08,0,0,0,0,1,1,1
15,255,1,0,0.07,0.04,0,0,0,0,0
43,232,0.63,0.07,0.02,0.01,0.35,0,0,0,0
53,20,0.11,0.09,0.02,0.1,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
47,255,1,0,0.02,0.02,0,0,0,0,0
42,255,1,0,0.02,0.03,0,0,0,0,0
188,188,1,0,1,0,0,0,0,0,0
38,255,1,0,0.03,0.04,0,0,0,0,0
148,21,0.14,0.52,0.01,0,0,0,0,0,0
1,101,1,0,1,0.5,0,0,0,0,1
255,14,0.05,0.07,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,1,1,0,0,1
13,255,1,0,0.08,0.04,0,0,0,0,0
255,1,0,0.07,0,0,1,1,0,0,1
255,16,0.06,0.05,0,0,1,1,0,0,1
22,21,0.95,0.09,0.05,0,0,0,0,0,0
255,5,0.02,0.07,0,0,1,1,0,0,1
85,255,1,0,0.01,0.03,0.01,0.01,0,0,0
177,255,1,0,0.01,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
114,200,0.87,0.02,0.87,0.01,0,0,0.1,0,0
6,255,1,0,0.17,0.04,0,0,0,0,0
255,243,0.95,0.01,0.01,0,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
255,2,0.01,0.53,0.94,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
26,3,0.12,0.15,0.12,0,0,0,0,0,0
2,20,1,0,1,0.5,0,0,0,0,1
255,8,0.03,0.07,0,0,1,1,0,0,1
255,5,0.02,0.07,0,0,1,1,0,0,1
255,8,0.03,0.07,0,0,1,1,0,0,1
255,8,0.03,0.07,0,0,0,0,1,1,1
255,244,0.96,0.02,0,0,0,0,0,0,0
249,155,0.62,0.03,0.62,0,0.01,0,0.25,0,1
255,5,0.02,0.05,0,0,1,1,0,0,1
255,10,0.04,0.07,0,0,1,1,0,0,1
20,153,0.3,0.1,0.05,0.01,0,0,0,0.07,0
255,255,1,0,0,0,0,0,0,0,0
113,255,1,0,0.01,0.04,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.08,0,0,1,1,0,0,1
150,255,1,0,0.01,0.02,0,0.01,0.03,0.04,0
82,255,1,0,0.01,0.04,0.01,0.01,0,0,0
79,67,0.41,0.06,0.01,0.03,0.01,0,0,0,0
255,252,0.99,0.01,0,0,0,0,0,0,0
255,13,0.05,0.08,0,0,1,1,0,0,1
127,255,1,0,0.01,0.04,0,0,0,0,0
255,4,0.02,0.05,0,0,1,1,0,0,1
255,230,0.9,0.01,0,0,0,0,0,0,0
4,186,1,0,0.25,0.02,0,0,0,0,0
111,255,1,0,0.01,0.01,0.01,0,0,0,0
255,7,0.03,0.08,0,0,1,1,0,0,1
4,255,1,0,0.25,0.03,0.25,0.01,0,0,0
2,255,1,0,0.5,0.04,0,0,0,0,0
1,255,1,0,1,0.07,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
255,29,0.11,0.06,0,0,1,1,0,0,1
255,16,0.06,0.05,0,0,1,1,0,0,1
255,4,0.02,0.09,0,0,1,1,0,0,1
255,17,0.07,0.06,0,0,0,0,1,1,1
255,11,0.04,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.06,0,0,1,1,0,0,1
255,4,0.02,0.05,0,0,1,1,0,0,1
167,255,1,0,0.01,0.01,0,0,0,0,0
191,255,1,0,0.01,0.03,0,0,0,0,0
255,21,0.08,0.06,0,0,0,0,1,1,1
1,59,1,0,1,0.51,0,0,0,0,1
255,36,0.14,0.05,0,0,1,1,0,0,1
39,37,0.95,0.05,0.05,0,0,0,0,0,0
12,255,1,0,0.08,0.06,0,0,0,0,0
255,7,0.03,0.09,0,0,1,1,0,0,1
255,2,0.01,0.26,0.49,0,0,0,0.9,1,1
255,6,0.02,0.07,0,0,1,1,0,0,1
255,13,0.05,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,17,0.07,0.08,0,0,1,1,0,0,1
27,154,0.96,0.07,0.04,0.02,0.04,0.03,0,0.01,0
9,54,1,0,1,0.04,0,0,0,0,0
122,255,1,0,0.01,0.01,0,0,0.01,0,0
163,3,0.02,0.04,0.01,0,0,0,0,0,0
34,255,1,0,0.03,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,20,0.08,0.06,0,0,1,1,0,0,1
255,8,0.03,0.05,0,0,1,1,0,0,1
255,1,0,0.02,0,0,1,0,0,0,0
255,66,0.26,0.02,0,0,1,1,0,0,1
3,207,1,0,1,0.25,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,11,0.04,0.07,0,0,1,1,0,0,1
255,1,0,0.51,0.91,0,0,0,0,0,0
255,6,0.02,0.08,0,0,1,1,0,0,1
1,3,1,0,1,0.67,0,0,0,0.33,0
255,4,0.02,0.06,0,0,1,1,0,0,1
255,10,0.04,0.07,0,0,0,0,1,1,1
255,65,0.25,0.27,0.78,0,0.05,0,0.17,0,1
255,1,0,0.38,0.32,0,0.2,0,0.33,1,1
238,199,0.84,0.01,0,0,0,0,0,0,0
255,19,0.07,0.07,0,0,0,0,1,1,1
4,255,1,0,0.5,0.05,0.25,0,0,0,0
134,255,1,0,0.01,0.06,0,0,0,0,0
2,255,1,0,0.5,0.02,0,0,0,0,0
149,255,1,0,0.01,0.01,0,0,0,0,0
195,8,0.04,0.02,0.01,0.25,0.01,0,0,0,0
255,8,0.03,0.06,0,0,1,1,0,0,1
255,149,0.58,0.03,0.58,0,0,0,0,0,1
255,93,0.36,0.06,1,0,0,0,0,0,1
26,107,1,0,0.04,0.27,0,0,1,1,0
22,255,1,0,0.05,0.04,0,0,0,0,0
72,6,0.08,0.08,0.01,0,0,0,0,0,0
255,58,0.23,0.03,0,0,1,1,0,0,1
255,10,0.04,0.2,0.6,0,0,0,0.35,0,1
2,61,1,0,1,0.26,0,0,0,0,1
255,20,0.08,0.06,0,0,1,1,0,0,1
255,11,0.04,0.07,0,0,1,1,0,0,1
5,5,1,0,1,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
4,2,0.5,0.5,0.5,0,0,0,0,0,0
34,32,0.94,0.06,0.03,0,0,0,0,0,0
255,2,0.01,0.22,0.58,0,0.41,0.5,0.17,0.5,1
132,255,1,0,0.01,0.02,0,0,0,0,0
133,133,1,0,1,0,0,0,0,0,1
2,86,1,0,1,0.26,0,0,0,0,1
255,23,0.09,0.05,0,0,1,1,0,0,1
205,33,0.16,0.02,0,0,0,0,0.01,0,1
255,5,0.02,0.05,0,0,1,1,0,0,1
16,57,0.69,0.19,0.69,0.04,0,0,0,0,0
255,7,0.03,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
214,255,1,0,0,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
25,2,0.04,1,0.04,1,0,0,0.92,1,1
255,236,0.93,0.01,0,0,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
255,29,0.11,0.07,0,0,0,0,1,1,1
30,255,1,0,0.03,0.04,0,0,0,0,0
255,4,0.02,0.06,0,0,1,1,0,0,1
113,120,0.9,0.03,0.01,0.02,0,0,0,0,0
139,255,1,0,0.01,0.05,0,0,0,0,0
80,254,1,0,0.01,0.02,0,0,0,0,0
123,10,0.02,0.02,0.01,0.2,0,0.2,0,0,0
55,255,1,0,0.02,0.02,0,0,0,0,0
255,217,0.85,0.01,0,0,0,0,0,0,0
255,10,0.04,0.06,0,0,1,1,0,0,1
255,13,0.05,0.07,0,0,1,1,0,0,1
255,33,0.13,0.52,0.13,0,0,0,0,0,0
255,16,0.06,0.07,0,0,1,1,0,0,1
255,3,0.01,0.37,0.77,0,0,0,0,0,0
183,255,1,0,0.01,0.02,0.01,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
9,255,1,0,0.11,0.05,0,0,0,0,0
133,255,1,0,0.01,0.09,0,0,0.15,0.48,0
255,14,0.05,0.07,0,0,1,1,0,0,1
177,255,1,0,0.01,0.02,0,0,0,0,0
255,90,0.35,0.01,0.01,0,0,0,0,0,0
136,55,0.4,0.02,0.4,0,0,0,0,0,0
6,255,1,0,0.17,0.05,0,0,0,0,0
1,255,1,0,1,0.15,0,0,1,0.83,0
3,255,1,0,0.33,0.05,0,0,0,0,0
255,1,0,0.08,0,0,1,1,0,0,1
223,155,0.57,0.07,0,0.01,0,0,0,0,0
255,4,0.02,0.01,0.02,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
4,92,1,0,1,0.25,0,0,0,0,1
173,255,1,0,0.01,0.04,0,0,0,0,0
255,1,0,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.07,0.46,0,0,0,0,0,0
255,8,0.03,0.07,0,0,1,1,0,0,1
36,255,1,0,0.03,0.05,0,0,0,0,0
142,2,0.01,0.1,0.15,0,0,0,0.15,1,1
255,20,0.08,0.07,0,0,1,1,0,0,1
255,14,0.05,0.07,0,0,0,0,1,1,1
255,18,0.07,0.07,0,0,1,1,0,0,1
255,1,0,0.08,0,0,0,0,1,1,1
188,188,1,0,1,0,0,0,0,0,0
255,10,0.04,0.04,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,3,0.01,0.06,0,0,1,1,0,0,1
255,15,0.06,0.09,0,0,1,1,0,0,1
255,253,0.99,0.01,0,0,0,0,0,0,0
255,13,0.05,0.06,0,0,1,1,0,0,1
255,20,0.08,0.07,0,0,1,1,0,0,1
4,151,1,0,1,0.07,0,0,0,0,1
255,1,0,1,0,0,0.11,0,0.89,1,1
255,19,0.07,0.06,0,0,1,1,0,0,1
255,32,0.13,0.01,0,0,0,0,0.87,0,0
46,255,1,0,0.02,0.01,0,0,0,0,0
255,16,0.06,0.06,0,0,0,0,1,1,1
124,255,1,0,0.01,0.02,0,0,0,0,0
39,255,1,0,0.03,0.02,0,0,0,0,0
255,8,0.03,0.04,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
223,223,1,0,1,0,0,0,0,0,1
147,119,0.4,0.48,0.39,0.02,0,0,0.46,0.01,0
32,32,1,0,0.03,0,0,0,0.34,0.34,1
255,11,0.04,0.06,0,0,1,1,0,0,1
255,2,0.01,0.61,0.92,0,0,0,0,0,0
255,4,0.02,0.05,0,0,1,1,0,0,1
255,238,0.93,0.02,0,0,0,0,0,0,0
255,19,0.07,0.08,0,0,1,1,0,0,1
28,255,1,0,0.04,0.05,0,0,0,0,0
2,254,1,0,0.5,0.09,0,0,1,1,0
255,1,0,1,0,0,0.12,0,0.88,1,1
255,18,0.07,0.05,0,0,1,1,0,0,1
32,255,1,0,0.03,0.04,0,0,0,0,0
3,199,1,0,1,0.25,0,0,0,0,1
93,255,1,0,0.01,0.04,0,0,0,0,0
10,255,1,0,0.1,0.05,0,0,0,0,0
255,11,0.04,0.08,0,0,1,1,0,0,1
255,3,0.01,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,25,0.1,0.06,0,0,1,1,0,0,1
255,21,0.08,0.06,0,0,1,1,0,0,1
255,15,0.06,0.07,0,0,1,1,0,0,1
255,29,0.11,0.07,0,0,1,1,0,0,1
255,1,0,0.65,0.96,0,0,0,0,0,0
255,7,0.03,0.05,0,0,1,1,0,0,1
255,3,0.01,0.07,0,0,0,0,1,1,1
30,255,1,0,0.03,0.01,0,0,0,0,0
255,3,0.01,0.01,0.05,0,0,0,0,0,0
255,255,1,0,0,0,0.01,0.01,0.05,0.05,1
35,2,0.03,1,0.03,1,0,0,0.89,1,1
255,255,1,0,0,0,0,0,0,0,0
13,255,1,0,0.08,0.05,0.08,0,0,0,0
99,255,1,0,0.01,0.03,0,0,0,0,0
133,67,0.36,0.02,0.36,0.03,0,0,0,0,0
25,255,1,0,0.04,0.03,0,0,0,0,0
255,251,0.98,0.01,0,0,0,0,0,0,0
255,131,0.51,0.03,0.52,0,0,0.01,0,0,0
255,2,0.01,0.06,0,0,1,1,0,0,1
2,181,1,0,0.5,0.07,0,0,1,1,0
228,255,1,0,0,0.01,0,0,0,0,0
255,248,0.97,0.01,0,0,0,0,0.01,0.01,0
73,69,0.95,0.03,0.01,0,0,0,0,0,0
255,250,0.98,0.01,0.01,0,0,0,0,0,0
255,3,0.01,0.09,0,0,1,1,0,0,1
255,17,0.07,0.06,0,0,1,1,0,0,1
255,16,0.06,0.08,0,0,1,1,0,0,1
13,65,0.38,0.31,0.38,0.03,0,0.05,0,0,0
157,46,0.29,0.45,0.29,0,0,0,0.43,0.02,0
255,1,0,0.09,0,0,1,1,0,0,1
66,255,1,0,0.02,0.15,0,0,0.58,0.85,0
187,255,1,0,0.01,0.01,0,0,0,0,0
255,27,0.11,0.01,0.11,0,0,0,0,0,0
106,46,0.15,0.06,0.15,0.04,0,0,0,0,0
2,255,1,0,0.5,0.05,0,0,0,0,0
242,122,0.5,0.02,0,0,0,0,0,0,0
255,1,0,0.09,0,0,0,0,1,1,1
98,97,0.99,0.02,0.01,0,0,0,0,0,0
255,19,0.07,0.05,0,0,1,1,0,0,1
240,255,1,0,0,0.01,0,0,0,0,0
91,91,1,0,0.01,0,0.01,0.01,0.01,0.01,1
255,37,0.15,0.02,0.01,0,0,0,0.83,0,0
67,255,1,0,0.01,0.04,0,0,0,0,0
44,53,1,0,0.02,0.04,0,0,0.39,0.49,0
2,255,1,0,0.5,0.05,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,1,0,1,0,0,0.05,1,0.95,0,1
255,64,0.25,0.02,0.02,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,5,0.02,0.15,0.45,0,0,0,0.47,0,1
255,19,0.07,0.07,0,0,1,1,0,0,1
255,6,0.02,0.07,0,0,1,1,0,0,1
255,20,0.08,0.06,0,0,1,1,0,0,1
255,18,0.07,0.08,0,0,1,1,0,0,1
55,255,1,0,0.02,0.02,0,0,0,0,0
255,1,0,0.01,0,0,0,0,0,0,0
255,244,0.96,0.02,0,0,0,0,0,0,0
255,9,0.04,0.07,0,0,1,1,0,0,1
138,255,1,0,0.01,0.02,0,0,0,0,0
217,2,0.01,0.08,0,0,0.94,1,0,0,1
255,3,0.01,0.64,0.96,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
123,91,0.46,0.02,0.46,0.02,0,0,0,0,0
82,231,1,0,0.01,0.18,0,0,0.07,0.67,0
255,89,0.35,0.01,0.35,0,0,0,0,0,1
103,181,0.75,0.04,0.01,0.01,0,0,0,0,0
74,255,1,0,0.01,0.02,0,0,0,0,0
20,165,0.95,0.1,0.05,0.01,0,0,0,0.04,0
255,1,0,0.07,0,0,0,0,1,1,1
2,42,1,0,1,0.5,0,0,0,0,1
81,146,0.75,0.04,0.01,0.01,0,0,0,0,0
255,9,0.04,0.06,0,0,0,0,1,1,1
255,1,0,1,0,0,0.16,0,0.84,1,1
107,107,1,0,0.01,0,0,0,0.01,0.01,1
255,5,0.02,0.05,0,0,1,1,0,0,1
255,8,0.03,0.71,0.31,0,0.16,0,0.53,0,1
255,1,0,1,0,0,0.1,0,0.9,1,1
2,255,1,0,0.5,0.04,0,0.01,0,0,0
5,255,1,0,0.2,0.05,0,0,0,0,0
1,127,1,0,1,0.5,0,0,0,0,1
255,65,0.25,0.02,0.01,0,1,1,0,0,1
255,4,0.02,0.07,0,0,1,1,0,0,1
255,7,0.03,0.06,0,0,1,1,0,0,1
255,14,0.05,0.08,0,0,1,1,0,0,1
34,255,1,0,0.03,0.04,0,0,0,0,0
255,8,0.03,0.07,0,0,0,0,1,1,1
255,3,0.01,0.61,0.89,0,0,0,0,0,0
255,1,0,1,0,0,0.04,0,0.96,1,1
255,11,0.04,0.06,0,0,1,1,0,0,1
255,9,0.04,0.06,0,0,1,1,0,0,1
255,22,0.09,0.05,0,0,1,1,0,0,1
113,15,0.13,0.06,0.01,0,0.01,0,0,0,0
255,1,0,0.07,0,0,0,0,1,1,1
242,148,0.61,0.03,0.61,0,0.01,0,0.26,0,1
255,247,0.97,0.01,0,0,0,0,0,0,0
255,11,0.04,0.05,0,0,1,1,0,0,1
106,1,0.01,0.12,0.45,0,0.01,0,0.01,0,0
255,28,0.11,0.05,0,0,1,1,0,0,1
255,15,0.06,0.07,0,0,0,0,1,1,1
100,161,0.78,0.05,0.01,0.01,0,0,0,0,0
255,19,0.07,0.07,0,0,1,1,0,0,1
255,15,0.06,0.07,0,0,1,1,0,0,1
255,7,0.03,0.07,0,0,1,1,0,0,1
42,247,1,0,0.02,0.19,0,0,0.95,0.99,0
255,4,0.02,0.09,0,0,1,1,0,0,1
255,1,0,0.83,0,0,0.01,0,0.78,1,1
100,255,1,0,0.01,0.01,0,0,0,0,0
71,71,1,0,0.01,0,0.01,0.01,0,0,0
255,6,0.02,0.08,0,0,1,1,0,0,1
27,255,1,0,0.04,0.07,0,0,0,0,0
255,4,0.02,0.08,0,0,0,0,1,1,1
255,9,0.04,0.08,0,0,1,1,0,0,1
255,6,0.02,0.07,0,0,1,1,0,0,1
255,17,0.07,0.07,0,0,0,0,1,1,1
255,10,0.04,0.07,0,0,0,0,1,1,1
255,4,0.02,0.06,0,0,1,1,0,0,1
54,165,0.61,0.11,0.02,0.01,0,0,0,0,0
64,2,0.02,1,0.02,1,0,0,0.97,1,1
255,149,0.58,0.03,0,0,0.01,0.02,0,0.01,0
43,73,0.07,0.09,0.07,0.03,0,0,0.02,0,0
137,3,0.01,0.04,0.01,0.67,0,0,0,0,0
255,48,0.19,0.03,0.19,0,0,0,0,0,0
255,201,0.79,0.02,0,0,0,0,0,0,0
255,20,0.08,0.06,0,0,0,0,1,1,1
123,255,1,0,0.01,0.02,0,0,0,0,0
255,9,0.04,0.09,0,0,1,1,0,0,1
2,82,1,0,1,0.5,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.73,1,0,0,0,1,1,1
255,22,0.09,0.05,0,0,1,1,0,0,1
149,194,0.64,0.04,0.01,0.01,0,0,0.01,0,0
255,254,1,0.01,0,0,0,0,0,0,0
255,15,0.06,0.08,0,0,1,1,0,0,1
255,68,0.27,0.02,0,0,0,0,0,0,1
255,246,0.96,0.02,0,0,0,0,0,0,0
255,56,0.22,0.05,0.22,0,0.36,0,0.02,0,0
255,20,0.08,0.06,0,0,1,1,0,0,1
42,231,1,0,0.02,0.04,0,0,0,0,0
255,18,0.07,0.05,0,0,1,1,0,0,1
255,255,1,0,1,0,0,0,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,171,0.67,0.01,0,0,0,0,0,0,0
255,19,0.07,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
38,255,1,0,0.03,0.03,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
157,109,0.69,0.02,0.01,0,0,0,0.69,1,0
255,13,0.05,0.08,0,0,1,1,0,0,1
198,43,0.22,0.02,0.22,0,0,0,0,0,0
255,5,0.02,0.08,0,0,1,1,0,0,1
39,2,0.03,1,0.03,1,0,0,0.9,1,1
255,19,0.07,0.07,0,0,1,1,0,0,1
9,255,1,0,0.11,0.09,0,0,1,0.89,0
182,196,0.78,0.02,0.69,0.01,0,0,0.08,0,0
77,255,1,0,0.01,0.01,0,0,0,0,0
108,6,0.06,0.05,0.01,0,0.02,0.17,0,0,0
255,219,0.86,0.09,0.86,0,0,0,0,0,1
58,247,0.98,0.03,0.02,0.02,0,0,0,0,0
108,42,0.16,0.67,0.15,0.05,0,0,0.59,0.02,0
40,255,1,0,0.03,0.04,0,0,0,0,0
255,1,0,1,0,0,0.99,0,0,0,0
255,157,0.62,0.02,0,0,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
255,19,0.07,0.06,0,0,0,0,1,1,1
255,1,0,0.09,0,0,1,1,0,0,1
255,98,0.38,0.03,0.38,0,0,0,0,0,0
39,1,0.03,1,0.03,0,0,0,0.9,1,1
102,255,1,0,0.01,0.02,0,0,0,0.04,0
4,7,0.5,0.5,0.25,0.43,1,0.29,0,0,0
255,5,0.02,0.08,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,24,0.09,0.05,0,0,1,1,0,0,1
6,229,1,0,0.17,0.07,0,0,1,0.6,0
22,22,1,0,0.09,0,0.09,0.09,0.05,0.05,0
77,156,0.68,0.05,0.01,0.01,0,0,0,0,0
255,2,0.01,0.09,0,0,1,1,0,0,1
255,17,0.07,0.07,0,0,1,1,0,0,1
255,20,0.08,0.06,0,0,1,1,0,0,1
178,52,0.28,0.02,0.01,0.04,1,0.94,0,0,1
1,1,1,0,1,0,0,0,0,0,1
23,30,0.13,0.09,0.04,0.07,1,0.1,0,0,1
10,91,1,0,1,0.46,0,0,0,0,0
104,6,0.04,0.06,0.01,0.33,0,0,0,0,0
255,3,0.01,0.07,0,0,0,0,1,1,1
255,20,0.08,0.01,0.09,0,0,0,0,0,0
255,237,0.93,0.01,0,0,0,0,0,0,0
19,255,1,0,0.05,0.04,0,0.01,0,0,0
255,17,0.07,0.07,0,0,1,1,0,0,1
15,6,0.4,0.2,0.4,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
4,208,1,0,1,0.25,0,0,0,0,1
255,2,0.01,0.08,0,0,1,1,0,0,1
255,4,0.02,0.08,0,0,1,1,0,0,1
255,171,0.67,0.16,0.67,0,0,0,0,0,1
168,8,0.05,0.04,0.01,0,0.01,0,0.08,1,0
123,4,0.01,0.04,0.01,0.5,0,0,0,0,0
127,174,0.66,0.04,0.01,0.01,0,0,0,0,0
93,255,1,0,0.01,0.02,0,0,0,0,0
255,20,0.08,0.07,0,0,1,1,0,0,1
142,121,0.3,0.04,0.3,0.02,0,0,0.01,0,0
30,255,1,0,0.03,0.02,0,0,0,0,0
255,3,0.01,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
247,255,1,0,0,0.01,0,0,0,0,0
255,8,0.03,0.08,0,0,1,1,0,0,1
255,7,0.03,0.08,0,0,1,1,0,0,1
255,1,0,0.91,0,0,0.07,0,0.74,1,1
14,213,1,0,0.07,0.21,0,0,1,0.98,0
241,235,0.98,0.01,0.01,0,0,0,0,0,0
3,3,1,0,0.33,0,1,1,0,0,1
255,20,0.08,0.07,0,0,0,0,1,1,1
