count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,attack_types
11,11,0,0,0,0,1,0,0,0
14,14,0,0,0,0,1,0,0,0
1,28,0,0,0,0,1,0,1,1
457,457,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,1
1,2,0,0,0,0,1,0,1,0
5,5,0,0,0,0,1,0,0,0
138,6,1,1,0,0,0.04,0.06,0,1
12,12,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
226,18,1,1,0,0,0.08,0.06,0,1
285,20,1,1,0,0,0.07,0.06,0,1
1,1,0,0,0,0,1,0,0,1
29,37,0,0,0,0,1,0,0.08,0
203,9,0.64,1,0,0,0.04,0.04,0,1
203,3,1,1,0,0,0.01,0.07,0,1
2,2,0,0,0,0,1,0,0,0
73,5,1,1,0,0,0.07,0.08,0,1
1,1,0,0,0,0,1,0,0,1
18,24,0,0,0,0,1,0,0.17,0
5,6,0,0,0,0,1,0,0.33,0
201,19,1,1,0,0,0.09,0.06,0,1
229,14,1,1,0,0,0.06,0.05,0,1
1,1,0,0,0,0,1,0,0,1
106,106,0,0,0,0,1,0,0,0
4,32,0,0.44,0,0,1,0,0.09,0
8,1,0,0,0,0,0.12,0.25,0,0
256,257,0,0,0,0,1,0,0.01,0
1,2,0,0,0,0,1,0,1,0
2,2,0,0,0,0,0.5,1,1,0
285,23,1,1,0,0,0.08,0.05,0,1
1,1,0,0,1,1,1,0,0,0
1,1,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
261,8,1,1,0,0,0.03,0.05,0,1
14,19,0,0,0,0,1,0,0.11,0
1,1,0,0,0,0,1,0,0,0
69,149,0,0,0,0,1,0,0.01,0
250,16,1,1,0,0,0.06,0.07,0,1
79,20,1,1,0,0,0.25,0.05,0,1
2,2,0,0,0,0,1,0,0,0
14,14,0.07,0.07,0,0,1,0,0,0
8,8,0,0,0,0,1,0,0,0
1,3,0,0,1,1,1,0,1,0
30,30,0,0,0,0,1,0,0,0
84,163,0,0,0,0,1,0,0.01,0
286,286,0,0,0,0,1,0,0,0
1,50,0,0,0,0,1,0,1,1
140,20,1,1,0,0,0.14,0.06,0,1
7,21,0,0,0,0,1,0,0.1,0
13,13,0,0,0,0,1,0,0,0
509,1,0.23,1,0.76,0,0,1,0,1
1,1,0,0,1,1,1,0,0,0
1,1,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
2,5,0,0,0,0,1,0,0.4,0
3,1,0,0,0,0,0.33,0.67,0,0
124,15,1,1,0,0,0.12,0.07,0,1
1,1,0,0,1,1,1,0,0,0
57,59,0,0,0,0,1,0,0.03,0
5,5,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,1
284,14,0,0,1,1,0.05,0.06,0,1
1,2,0,0,0,0,1,0,1,0
11,11,0,0,0,0,1,0,0,0
284,24,1,1,0,0,0.08,0.05,0,1
214,19,1,1,0,0,0.09,0.06,0,1
70,15,1,1,0,0,0.21,0.06,0,1
2,2,0,0,0,0,1,0,0,0
13,13,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,1
87,18,1,1,0,0,0.21,0.07,0,1
118,198,0,0,0,0,1,0,0.01,0
125,25,1,1,0,0,0.2,0.06,0,1
148,24,1,1,0,0,0.16,0.05,0,1
1,1,0,0,0,0,1,0,0,0
79,4,0,0,1,1,0.05,0.06,0,1
111,10,1,1,0,0,0.09,0.06,0,1
1,1,1,1,0,0,1,0,0,0
134,1,0,0,1,1,0.01,0.06,0,1
12,13,0,0,0,0,1,0,0.15,0
109,18,1,1,0,0,0.17,0.06,0,1
300,18,1,1,0,0,0.06,0.05,0,1
300,25,1,1,0,0,0.08,0.05,0,1
220,9,1,1,0,0,0.04,0.05,0,1
1,1,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
238,11,0,0,1,1,0.05,0.07,0,1
510,510,0,0,0,0,1,0,0,1
3,2,0,0,0.33,0,0.67,0.67,0,0
14,20,0,0,0,0,1,0,0.1,0
121,8,1,1,0,0,0.07,0.07,0,1
26,26,0,0,0,0,1,0,0,0
220,1,1,1,0,0,0,0.07,0,1
511,511,0,0,0,0,1,0,0,1
3,4,0,0,0,0,1,0,0.5,0
511,511,0,0,0,0,1,0,0,1
238,6,1,1,0,0,0.03,0.06,0,1
117,2,1,1,0,0,0.02,0.08,0,1
511,1,0.12,0,0.87,1,0,1,0,1
42,4,1,1,0,0,0.1,0.14,0,1
263,17,0,0,1,1,0.06,0.06,0,1
35,41,0,0,0,0,1,0,0.07,0
211,211,0,0,0,0,1,0,0,0
2,28,0,0,0,0,1,0,0.14,0
248,14,1,1,0,0,0.06,0.06,0,1
159,6,1,1,0,0,0.04,0.05,0,1
6,6,0,0,0,0,1,0,0,0
68,68,0,0,0,0,1,0,0,1
269,20,1,1,0,0,0.07,0.06,0,1
12,13,0,0,0,0,1,0,0.15,0
230,15,1,1,0,0,0.07,0.06,0,1
6,6,0,0,0,0,1,0,0,0
5,23,0,0,0,0,1,0,0.13,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1
9,13,0,0,0,0,1,0,0.15,0
134,10,1,1,0,0,0.07,0.07,0,1
12,12,0,0,0,0,1,0,0,0
239,315,0,0,0,0,1,0.01,0.01,0
3,3,0,0,0,0,1,0,0,0
1,1,1,1,0,0,1,0,0,1
8,33,0,0.03,0,0,1,0,0.12,0
1,1,0,0,1,1,1,0,0,1
9,9,0,0,0,0,1,0,0,0
1,2,0,0,1,1,1,0,1,0
117,197,0,0,0,0,0.99,0.02,0.01,0
396,396,0,0,0,0,1,0,0,1
5,5,0,0,0,0,1,0,0,0
232,309,0,0,0,0,1,0.01,0.01,0
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
10,10,0,0,0,0,1,0,0,0
141,19,0,0,1,1,0.13,0.06,0,1
9,10,0,0,0,0,1,0,0.2,0
1,1,0,0,0,0,1,0,0,0
216,6,1,1,0,0,0.03,0.06,0,1
222,19,1,1,0,0,0.09,0.06,0,1
120,25,1,1,0,0,0.21,0.06,0,1
178,1,0.02,0,0.95,1,0.01,1,0,1
248,248,0,0,0,0,1,0.01,0.01,0
106,11,1,1,0,0,0.1,0.06,0,1
438,438,0,0,0,0,1,0,0,1
284,3,1,1,0,0,0.01,0.06,0,1
17,17,0,0,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
13,13,0,0,0,0,1,0,0,0
284,11,1,1,0,0,0.04,0.06,0,1
3,3,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,1
75,4,1,1,0,0,0.05,0.08,0,1
201,14,1,1,0,0,0.07,0.07,0,1
1,1,0,0,0,0,1,0,0,0
6,2,0.83,1,0.17,0,0.33,0.83,0,1
1,1,0,0,0,0,1,0,0,0
330,330,0,0,0,0,1,0,0,0
217,18,1,1,0,0,0.08,0.06,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
115,18,1,1,0,0,0.16,0.07,0,1
271,24,1,1,0,0,0.09,0.05,0,1
132,15,0,0,1,1,0.11,0.07,0,1
1,2,0,0,0,0,1,0,1,0
24,25,0,0,0,0,1,0,0.08,0
224,224,0,0,0,0,1,0,0,1
2,19,0,0,0,0,1,0,0.16,0
8,8,0,0,0,0,1,0,0,0
6,8,1,0.75,0,0,1,0,0.38,1
9,9,0,0,0,0,1,0,0,0
2,4,0,0,0,0,1,0,0.5,0
272,20,1,1,0,0,0.07,0.06,0,1
1,1,0,0,0,0,1,0,0,0
401,2,0,0,1,1,0,0.52,0,1
242,18,1,1,0,0,0.07,0.05,0,1
21,1,1,1,0,0,0.05,0.1,0,1
5,5,0,0,0,0,1,0,0,0
297,19,1,1,0,0,0.06,0.06,0,1
166,8,1,1,0,0,0.05,0.06,0,1
1,1,0,0,0,0,1,0,0,1
256,9,1,1,0,0,0.04,0.06,0,1
51,24,0,0,0,0,0.47,0.08,0,1
113,115,0,0,0,0,1,0,0.03,0
61,16,0.98,1,0.02,0,0.26,0.08,0,1
2,1,0,0,0,0,0.5,1,0,0
1,1,0,0,0,0,1,0,0,0
509,1,0.02,0,0.97,1,0,1,0,1
2,1,0,0,0,0,0.5,1,0,0
60,20,1,1,0,0,0.33,0.05,0,1
24,32,0,0,0,0,1,0,0.12,0
105,15,1,1,0,0,0.14,0.06,0,1
100,1,1,1,0,0,0.01,0.07,0,1
279,16,1,1,0,0,0.06,0.05,0,1
1,1,0,0,0,0,1,0,0,0
7,7,0,0,0,0,1,0,0,0
4,4,0,0,0.25,0.25,1,0,0,0
1,1,0,0,0,0,1,0,0,0
2,7,0,0,0,0,1,0,0.29,0
124,8,1,1,0,0,0.06,0.06,0,1
1,1,0,0,0,0,1,0,0,0
107,18,1,1,0,0,0.17,0.06,0,1
2,2,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
194,14,1,1,0,0,0.07,0.08,0,1
1,16,0,0,0,0,1,0,1,1
4,4,0,0,0,0,1,0,0,0
131,6,0,0,1,1,0.05,0.07,0,1
6,6,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
142,18,0,0,1,1,0.13,0.06,0,1
41,8,1,1,0,0,0.2,0.12,0,1
2,3,0,0,0,0,1,0,0.67,0
5,25,0,0,0,0,1,0,0.2,0
111,15,1,1,0,0,0.14,0.05,0,1
146,146,0,0,0,0,1,0,0,0
121,19,1,1,0,0,0.16,0.06,0,1
99,3,1,1,0,0,0.03,0.07,0,1
131,20,1,1,0,0,0.15,0.05,0,1
28,8,1,1,0,0,0.29,0.18,0,1
2,2,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
231,9,1,1,0,0,0.04,0.06,0,1
236,3,0,0,1,1,0.01,0.07,0,1
2,2,0,0,0,0,1,0,0,0
1,4,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,0,0
3,12,0,0,0,0,1,0,0.25,0
140,24,1,1,0,0,0.17,0.05,0,1
116,14,1,1,0,0,0.12,0.06,0,1
261,6,1,1,0,0,0.02,0.07,0,1
1,1,0,0,0,0,1,0,0,0
2,3,0,0,0,0,1,0,0.67,0
109,16,1,1,0,0,0.15,0.08,0,1
1,8,0,0,0,0,1,0,0.5,0
141,20,1,1,0,0,0.14,0.05,0,1
3,14,0,0,0,0,1,0,0.36,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
162,10,1,1,0,0,0.06,0.07,0,1
1,6,0,0,0,0,1,0,1,1
141,20,0,0,1,1,0.14,0.06,0,1
1,20,0,0,0,0,1,0,1,1
63,24,1,1,0,0,0.38,0.06,0,1
5,1,0,0,0,0,0.2,0.6,0,0
193,1,0,0,1,1,0.01,0.07,0,1
6,21,0,0,0,0,1,0,0.1,0
2,11,0,0,0,0,1,0,0.18,0
293,25,1,1,0,0,0.09,0.05,0,1
1,2,0,0,0,0,1,0,1,0
1,2,0,0,0,0,1,0,1,0
2,4,0,0,0,0,1,0,0.75,0
79,159,0,0,0,0,1,0,0.01,0
1,1,0,0,0,0,1,0,0,0
205,9,1,1,0,0,0.04,0.06,0,1
2,2,0,0,0,0,1,0,0,0
10,10,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
2,2,0,0,0,0,1,0,0,0
1,3,0,0,0,0,1,0,1,0
2,4,0,0.25,0,0,1,0,0.5,0
1,2,0,0,0,0,1,0,1,0
7,24,0,0,0,0,1,0,0.17,0
1,38,0,0,0,0,1,0,0.11,0
22,24,0,0,0,0,1,0,0.08,0
232,237,0,0,0,0,1,0,0.01,0
111,20,0,0,1,1,0.18,0.08,0,1
1,1,0,0,1,1,1,0,0,1
203,17,1,1,0,0,0.08,0.05,0,1
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
206,2,1,1,0,0,0.01,0.08,0,1
6,6,0,0,0,0,1,0,0,0
2,41,0,0,0,0,1,0,0.15,0
193,193,0,0,0,0,1,0,0,0
2,1,0,0,0,0,0.5,1,0,0
136,6,0,0,1,1,0.04,0.06,0,1
7,7,0,0,0,0,1,0,0,0
114,17,0,0,1,1,0.15,0.06,0,1
11,12,0,0,0,0,1,0,0.17,0
1,1,0,0,1,1,1,0,0,1
8,8,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
196,1,0,0,1,1,0.01,0.08,0,1
469,469,0,0,0,0,1,0,0,1
242,4,1,1,0,0,0.02,0.06,0,1
7,7,0,0,0,0,1,0,0,0
66,281,0,0,0,0,1,0,0.01,0
4,44,0,0,0,0,1,0,0.05,0
188,12,0,0,1,1,0.06,0.07,0,1
290,8,1,1,0,0,0.03,0.04,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,1
71,19,1,1,0,0,0.27,0.06,0,1
6,8,0,0,0,0,1,0,0.25,0
90,2,1,1,0,0,0.02,0.07,0,1
8,8,0,0,0,0,1,0,0,0
107,107,0,0,0,0,1,0,0,0
29,29,0,0,0,0,1,0,0,0
260,6,0,0,1,1,0.02,0.07,0,1
184,20,1,1,0,0,0.11,0.05,0,1
82,1,0.01,0,0.93,1,0.01,1,0,1
2,3,0,0,0,0,1,0,0.67,0
2,2,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
10,11,0,0,0,0,1,0,0.18,0
277,9,1,1,0,0,0.03,0.06,0,1
15,16,0,0,0,0,1,0,0.12,0
4,4,0,0,0,0,1,0,0,0
230,7,0,0,1,1,0.03,0.07,0,1
15,15,0,0,0,0,1,0,0,0
268,13,0,0,1,1,0.05,0.06,0,1
1,33,0,0,0,0,1,0,1,1
142,16,1,1,0,0,0.11,0.06,0,1
1,2,0,0,0,0.5,1,0,1,1
5,6,0,0,0,0,1,0,0.33,0
5,7,0,0,0,0,1,0,0.29,0
165,242,0,0,0,0,0.99,0.01,0.01,0
157,157,0,0,0,0,1,0,0,0
2,2,0,0,1,1,1,0,0,1
140,14,1,1,0,0,0.1,0.06,0,1
8,8,0.12,0.12,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
2,3,0,0,0,0,1,0,0.67,0
7,8,0,0,0,0,1,0,0.25,0
178,20,0,0,1,1,0.11,0.07,0,1
148,9,1,1,0,0,0.06,0.05,0,1
234,234,0,0,0,0,1,0,0,0
23,23,0,0,0,0,1,0,0,0
511,511,0,0,0,0,1,0,0,1
2,4,0,0,0,0,1,0,0.5,0
7,7,0,0,0,0,1,0,0,0
229,1,1,1,0,0,0,0.06,0,1
2,4,0,0,0,0,1,0,0.75,0
206,3,1,1,0,0,0.01,0.07,0,1
1,2,0,0,0,0,1,0,1,0
36,36,0,0,0,0,1,0,0,0
278,10,1,1,0,0,0.04,0.06,0,1
201,1,1,1,0,0,0,0.06,0,1
1,2,0,0,0,0,1,0,1,0
10,24,0,0,0,0,1,0,0.21,0
145,147,0,0,0,0,1,0,0.01,0
280,8,1,1,0,0,0.03,0.06,0,1
237,5,1,1,0,0,0.02,0.07,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
22,3,1,1,0,0,0.14,0.23,0,1
108,109,0,0,0,0,1,0,0.02,0
124,204,0,0,0,0,0.99,0.02,0.01,0
210,15,1,1,0,0,0.07,0.06,0,1
10,8,0,0,0,0,0.8,0.3,0,1
245,20,1,1,0,0,0.08,0.07,0,1
115,11,1,1,0,0,0.1,0.07,0,1
3,3,0,0,0,0,1,0,0,0
148,20,1,1,0,0,0.14,0.05,0,1
7,1,0,0,0,0,0.14,0.29,0,0
82,2,1,1,0,0,0.02,0.06,0,1
142,10,1,1,0,0,0.07,0.06,0,1
281,7,1,1,0,0,0.02,0.06,0,1
65,65,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
149,20,1,1,0,0,0.13,0.06,0,1
1,1,0,0,0,0,1,0,0,1
296,19,1,1,0,0,0.06,0.06,0,1
266,7,1,1,0,0,0.03,0.06,0,1
6,6,0,0,0,0,1,0,0,0
112,4,1,1,0,0,0.04,0.06,0,1
1,26,0,0,0,0,1,0,1,1
142,13,1,1,0,0,0.09,0.06,0,1
144,12,1,1,0,0,0.08,0.06,0,1
1,1,0,0,1,1,1,0,0,0
166,1,0,0,1,1,0.01,0.07,0,1
176,6,1,1,0,0,0.03,0.06,0,1
5,1,0,0,0,0,0.2,0.6,0,0
2,23,0,0,0,0,1,0,0.09,0
256,11,1,1,0,0,0.04,0.06,0,1
10,10,0,0,0,0,1,0,0,0
120,19,1,1,0,0,0.16,0.06,0,1
2,2,0,0,0,0,1,0,0,0
1,11,0,0,0,0,1,0,1,1
144,9,1,1,0,0,0.06,0.06,0,1
126,19,1,1,0,0,0.15,0.07,0,1
2,2,0,0,0,0,1,0,0,0
114,115,0,0,0,0,1,0,0.02,0
61,3,1,1,0,0,0.05,0.07,0,1
142,12,0.99,1,0.01,0,0.08,0.06,0,1
247,20,1,1,0,0,0.08,0.04,0,1
182,12,1,1,0,0,0.07,0.06,0,1
1,1,0,0,1,1,1,0,0,1
2,2,0,0,0,0,0.5,1,1,0
22,22,0,0,0,0,1,0,0,0
5,1,1,1,0,0,0.2,0.4,0,1
1,1,0,0,0,0,1,0,0,0
2,1,0,0,1,1,0.5,1,0,1
1,2,1,1,0,0,1,0,1,0
1,3,0,0,0,0,1,0,1,0
1,21,0,0,0,0,1,0,1,1
6,7,0,0,0,0,1,0,0.29,0
141,17,1,1,0,0,0.12,0.06,0,1
123,5,1,1,0,0,0.04,0.06,0,1
199,17,0,0,1,1,0.09,0.06,0,1
1,1,0,0,1,1,1,0,0,0
15,19,0,0,0,0,1,0,0.16,0
15,22,0,0,0,0,1,0,0.18,0
256,10,1,1,0,0,0.04,0.07,0,1
212,16,1,1,0,0,0.08,0.06,0,1
49,129,0,0,0,0,0.98,0.04,0.02,0
53,133,0,0,0,0,1,0,0.02,0
273,8,1,1,0,0,0.03,0.07,0,1
7,25,0,0,0,0,1,0,0.12,0
36,9,1,1,0,0,0.25,0.11,0,1
148,25,1,1,0,0,0.17,0.05,0,1
278,14,1,1,0,0,0.05,0.06,0,1
191,12,1,1,0,0,0.06,0.07,0,1
139,13,1,1,0,0,0.09,0.06,0,1
145,15,0,0,1,1,0.1,0.06,0,1
242,12,1,1,0,0,0.05,0.07,0,1
16,16,0,0,0,0,1,0,0,0
29,29,0,0,0,0,1,0,0,1
1,29,0,0,0,0,1,0,1,1
322,321,0,0,0,0,1,0.01,0,0
130,11,1,1,0,0,0.08,0.06,0,1
108,15,0,0,1,1,0.14,0.06,0,1
511,511,0,0,0,0,1,0,0,1
1,1,0,0,1,1,1,0,0,0
254,7,1,1,0,0,0.03,0.06,0,1
3,4,0,0,0,0,1,0,0.5,0
20,20,1,1,0,0,1,0,0,1
52,15,1,1,0,0,0.29,0.08,0,1
10,27,0,0,0,0,1,0,0.11,0
13,15,0,0,0,0,1,0,0.13,0
1,27,0,0,0,0,1,0,1,1
2,2,0,0,0,0,1,0,0,0
242,4,0,0,1,1,0.02,0.07,0,1
14,14,0,0,0,0,1,0,0,0
18,18,0,0,0,0,1,0,0,0
4,7,0.25,0.14,0,0,1,0,0.29,0
237,20,0,0,1,1,0.08,0.07,0,1
1,2,0,0,0,0,1,0,1,1
2,3,0,0,0,0,1,0,0.67,0
280,3,1,1,0,0,0.01,0.06,0,1
138,2,0.99,1,0,0,0.01,0.07,0,1
258,17,1,1,0,0,0.07,0.05,0,1
104,18,1,1,0,0,0.17,0.06,0,1
16,16,0,0,0,0,1,0,0,0
41,1,0,0,0,0,0.02,0.05,0,0
1,1,0,0,0,0,1,0,0,0
7,7,0,0,0,0,1,0,0,0
217,17,1,1,0,0,0.08,0.05,0,1
1,1,0,0,0,0,1,0,0,0
149,16,1,1,0,0,0.11,0.05,0,1
89,169,0,0,0,0,1,0,0.01,0
9,16,0,0,0,0,1,0,0.25,0
5,9,0,0,0,0,1,0,0.22,0
145,7,1,1,0,0,0.05,0.05,0,1
2,2,0,0,0,0,1,0,0,0
292,25,1,1,0,0,0.09,0.05,0,1
292,15,1,1,0,0,0.05,0.06,0,1
8,1,0,0,0,0,0.12,0.38,0,0
250,2,1,1,0,0,0.01,0.07,0,1
1,2,0,0,0,0,1,0,1,0
7,7,0.14,0.14,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
5,5,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1
3,3,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
2,7,0,0,0,0,1,0,0.57,0
4,4,0,0,0,0,1,0,0,0
1,1,1,1,0,0,1,0,0,0
14,14,0,0,0,0,1,0,0,0
285,13,1,1,0,0,0.05,0.06,0,1
1,5,0,0,0,0,1,0,0.6,0
26,27,0,0,0,0,1,0,0.07,0
12,12,0,0,0,0,1,0,0,0
11,11,0,0,0,0,1,0,0,0
14,14,0,0,0,0,1,0,0,0
134,13,1,1,0,0,0.1,0.05,0,1
62,17,1,1,0,0,0.27,0.06,0,1
483,483,0,0,0,0,1,0,0,1
3,3,0,0,0,0,1,0,0,0
25,25,0,0,0,0,1,0,0,0
5,8,0,0,0,0,1,0,0.25,0
230,9,1,1,0,0,0.04,0.07,0,1
3,16,0,0,0,0,1,0,0.12,0
214,2,1,1,0,0,0.01,0.08,0,1
21,29,0,0,0,0,1,0,0.1,0
1,1,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
6,6,0,0,0,0,1,0,0,0
4,2,0,0,0,0,0.5,0.5,0,0
15,17,0,0,0,0,1,0,0.18,0
20,20,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
5,5,0,0,0,0,1,0,0,0
114,5,0,0,1,1,0.04,0.07,0,1
143,14,1,1,0,0,0.1,0.06,0,1
1,4,0,0,0,0,1,0,0.75,0
1,1,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
125,20,0.99,1,0,0,0.16,0.06,0,1
97,13,1,1,0,0,0.13,0.07,0,1
227,3,1,1,0,0,0.01,0.07,0,1
7,86,0,0,0,0,1,0,0.02,0
190,2,0.66,0.5,0.34,0.5,0.01,0.41,0,1
2,3,0,0,0,0,1,0,0.67,0
2,2,0,0,0,0,1,0,0,0
278,1,0.08,0,0.88,1,0,1,0,1
117,117,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
102,19,1,1,0,0,0.19,0.06,0,1
3,3,0,0,0,0,1,0,0,0
27,33,0,0,0,0,1,0,0.06,0
2,2,0,0,1,1,1,0,0,1
198,198,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
3,3,0,0,0,0,1,0,0,0
374,374,0,0,0,0,1,0,0,0
8,8,0,0,0,0,1,0,0,0
10,17,0,0,0,0,1,0,0.12,0
265,15,1,1,0,0,0.06,0.06,0,1
4,5,0,0,0,0,1,0,0.4,0
1,3,0,0.33,0,0,1,0,0.67,0
72,152,0,0,0,0,0.99,0.03,0.01,0
59,2,1,1,0,0,0.03,0.07,0,1
113,20,1,1,0,0,0.18,0.05,0,1
277,11,0,0,1,1,0.04,0.06,0,1
7,9,0,0,0,0,1,0,0.22,0
5,5,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
4,4,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
254,5,0,0,1,1,0.02,0.07,0,1
1,47,0,0,0,0,1,0,1,1
11,1,0,0,0,0,0.09,0.18,0,0
217,4,1,1,0,0,0.02,0.06,0,1
2,2,0,0,1,1,1,0,0,1
1,1,0,0,0,0,1,0,0,1
237,13,0,0,1,1,0.05,0.07,0,1
1,1,0,0,0,0,1,0,0,0
1,3,0,0,1,1,1,0,1,0
187,7,1,1,0,0,0.04,0.06,0,1
1,1,0,0,0,0,1,0,0,1
124,2,1,1,0,0,0.02,0.06,0,1
40,10,1,1,0,0,0.25,0.1,0,1
234,233,0,0,0,0,1,0.01,0,0
1,1,0,0,0,0,1,0,0,0
13,13,0,0,0,0,1,0,0,0
140,17,1,1,0,0,0.12,0.06,0,1
16,5,1,1,0,0,0.31,0.19,0,1
2,2,0,0,0,0,1,0,0,0
245,25,1,1,0,0,0.1,0.04,0,1
1,1,0,0,0,0,1,0,0,0
220,8,0,0,1,1,0.04,0.07,0,1
1,1,0,0,0,0,1,0,0,1
293,20,1,1,0,0,0.07,0.06,0,1
232,232,0,0,0,0,1,0,0,1
109,10,1,1,0,0,0.09,0.06,0,1
14,14,0,0,0,0,1,0,0,0
417,1,0.08,0,0.91,1,0,1,0,1
1,1,0,0,0,0,1,0,0,0
268,24,1,1,0,0,0.09,0.05,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
11,12,0,0,0,0,1,0,0.17,0
21,21,0,0,0,0,1,0,0,0
1,3,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,0,0
17,18,0,0,0,0,1,0,0.11,0
2,4,0,0,0,0,1,0,0.5,0
1,1,0,0,0,0,1,0,0,0
26,2,0,0,0,0,0.08,0.27,0,1
121,4,1,1,0,0,0.03,0.07,0,1
258,3,1,1,0,0,0.01,0.06,0,1
1,1,0,0,0,0,1,0,0,0
71,151,0,0,0,0,1,0,0.01,0
29,29,0,0,0,0,1,0,0,0
2,2,0,0,1,1,1,0,0,1
91,10,1,1,0,0,0.11,0.08,0,1
193,13,1,1,0,0,0.07,0.07,0,1
119,4,1,1,0,0,0.03,0.07,0,1
9,1,0,0,0,0,0.11,0.78,0,0
3,3,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
10,73,0,0,0,0,0.9,0.2,0.03,0
271,11,1,1,0,0,0.04,0.06,0,1
8,8,0,0,0,0,1,0,0,0
274,2,1,1,0,0,0.01,0.05,0,1
187,4,1,1,0,0,0.02,0.06,0,1
15,6,1,1,0,0,0.4,0.13,0,1
1,1,0,0,1,1,1,0,0,0
12,31,0,0,0,0,1,0,0.1,0
1,3,0,0,0,0,1,0,1,0
8,8,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
250,13,1,1,0,0,0.05,0.06,0,1
120,5,0,0,1,1,0.04,0.07,0,1
2,2,0,0,1,1,1,0,0,1
3,3,0,0,0,0,1,0,0,0
10,11,0,0,0,0,1,0,0.18,0
133,18,1,1,0,0,0.14,0.05,0,1
2,2,0,0,0,0,1,0,0,0
5,1,0,0,0,0,0.2,0.6,0,0
1,1,0,0,0,0,1,0,0,0
131,2,0,0,1,1,0.02,0.07,0,1
89,5,1,1,0,0,0.06,0.07,0,1
96,2,1,1,0,0,0.02,0.1,0,1
41,6,1,1,0,0,0.15,0.15,0,1
293,13,1,1,0,0,0.04,0.06,0,1
107,6,1,1,0,0,0.06,0.07,0,1
33,7,1,1,0,0,0.21,0.12,0,1
13,13,0,0,0,0,1,0,0,0
146,16,0,0,1,1,0.11,0.06,0,1
295,23,1,1,0,0,0.08,0.05,0,1
3,3,0,0,0,0,1,0,0,0
247,1,1,1,0,0,0,0.07,0,1
121,19,1,1,0,0,0.16,0.06,0,1
511,511,0,0,0,0,1,0,0,1
209,11,1,1,0,0,0.05,0.07,0,1
117,8,1,1,0,0,0.07,0.06,0,1
194,10,1,1,0,0,0.05,0.08,0,1
6,6,0,0,0,0,1,0,0,0
106,1,0,0,1,1,0.01,0.08,0,1
10,30,0,0,0,0,1,0,0.1,0
8,9,0,0,0,0,1,0,0.22,0
2,2,0,0,0,0,1,0,0,0
